"","Fecha_de_ingreso_denuncia","nro_registro_interno","id_tema","subtema","id_referido_tipo","id_provincia","id_genero","edad_aparente","id_embarazada"
"322",2020-03-14,9425555505,1,37,1,26,2,NA,0
"323",2020-03-14,7575555505,1,37,1,26,2,NA,0
"324",2020-03-14,7575555505,1,37,1,26,2,NA,0
"325",2020-03-14,584655505,1,37,1,26,2,68,0
"326",2020-03-14,2535655505,1,37,1,26,2,NA,0
"327",2020-03-14,7525655505,1,37,1,26,2,47,0
"328",2020-03-16,9475655505,1,37,1,26,2,NA,0
"329",2020-03-16,6505755505,1,37,1,26,2,NA,0
"330",2020-03-16,6535755505,1,37,1,26,2,NA,0
"331",2020-03-16,9484846505,1,37,1,26,2,NA,0
"332",2020-03-16,7594846505,1,37,1,26,2,NA,0
"333",2020-03-17,5505846505,1,37,1,26,2,NA,0
"334",2020-03-17,5505846505,1,37,1,26,2,NA,0
"335",2020-03-18,5505846505,1,37,1,26,2,NA,0
"336",2020-03-18,1535846505,1,37,1,26,2,NA,0
"337",2020-03-18,2535846505,1,37,1,26,2,30,0
"338",2020-03-18,7525846505,1,37,1,26,2,NA,0
"339",2020-03-18,5555846505,1,37,1,26,2,NA,0
"340",2020-03-18,8475846505,1,37,1,26,2,NA,0
"341",2020-03-18,3584946505,1,37,1,26,2,NA,0
"342",2020-03-18,505946505,1,37,1,26,2,NA,0
"343",2020-03-21,7515946505,1,37,1,26,2,NA,0
"344",2020-03-21,535946505,1,37,1,26,2,NA,0
"345",2020-03-23,6525946505,1,37,1,26,2,NA,0
"346",2020-03-26,4545946505,1,37,1,26,2,NA,0
"347",2020-03-28,3555946505,1,37,1,26,2,NA,0
"348",2020-03-28,6565946505,1,37,1,26,2,29,0
"349",2020-03-28,7565946505,1,37,1,26,2,NA,0
"350",2020-03-28,7515056505,1,37,1,26,2,NA,0
"351",2020-03-30,5535056505,1,37,1,26,2,NA,0
"352",2020-03-30,5555056505,1,37,1,26,2,NA,0
"353",2020-03-31,6565056505,1,37,1,26,2,NA,0
"354",2020-04-03,584156505,1,37,1,26,2,NA,0
"355",2020-04-03,4584156505,1,37,1,26,2,NA,0
"356",2020-04-03,4584156505,1,37,1,26,2,NA,0
"357",2020-04-03,6584156505,1,37,1,26,2,45,0
"358",2020-04-03,2505156505,1,37,1,26,2,30,0
"359",2020-04-04,8405156505,1,37,1,26,2,NA,0
"360",2020-04-04,6505156505,1,37,1,26,2,NA,0
"361",2020-04-06,6505156505,1,37,1,26,2,NA,0
"362",2020-04-06,4535156505,1,37,1,26,2,NA,0
"363",2020-04-06,4535156505,1,37,1,26,2,NA,0
"364",2020-04-06,1565156505,1,37,1,26,2,NA,0
"365",2020-04-07,1565156505,1,37,1,26,2,50,0
"366",2020-04-07,3555156505,1,37,1,26,2,NA,0
"367",2020-04-07,584256505,1,37,1,26,2,NA,0
"368",2020-04-07,5525256505,1,37,1,26,2,NA,0
"369",2020-04-07,6525256505,1,37,1,26,2,NA,0
"370",2020-04-08,1555256505,1,37,1,26,2,49,0
"371",2020-04-08,8455256505,1,37,1,26,2,NA,0
"372",2020-04-08,7555256505,1,37,1,26,2,45,0
"373",2020-04-08,8475256505,1,37,1,26,2,NA,0
"374",2020-04-08,5594356505,1,37,1,26,2,NA,0
"375",2020-04-10,4505356505,1,37,1,26,2,NA,0
"376",2020-04-11,6515356505,1,37,1,26,2,NA,0
"377",2020-04-12,5545356505,1,37,1,26,2,NA,0
"378",2020-04-13,555356505,1,37,1,26,2,NA,0
"379",2020-04-13,555356505,1,37,1,26,2,NA,0
"380",2020-04-13,3565456505,1,37,1,26,2,39,0
"381",2020-04-13,8465456505,1,37,1,26,2,60,0
"382",2020-04-13,1584556505,1,37,1,26,2,NA,0
"383",2020-04-13,5584556505,1,37,1,26,2,NA,0
"384",2020-04-16,4525556505,1,37,1,26,2,NA,0
"385",2020-04-16,3505656505,1,37,1,26,2,NA,0
"386",2020-04-16,3505656505,1,37,1,26,2,NA,0
"387",2020-04-16,3525656505,1,37,1,26,2,NA,0
"388",2020-04-16,3535656505,1,37,1,26,2,NA,0
"389",2020-04-17,9445656505,1,37,1,26,2,NA,0
"390",2020-04-17,7594756505,1,37,1,26,2,NA,0
"391",2020-04-17,8484756505,1,37,1,26,2,NA,0
"392",2020-04-17,7515756505,1,37,1,26,2,50,0
"393",2020-04-17,8435756505,1,37,1,26,2,NA,0
"394",2020-04-17,6545756505,1,37,1,26,2,NA,0
"395",2020-04-17,9494847505,1,37,1,26,2,62,0
"396",2020-04-17,3515847505,1,37,1,26,2,NA,0
"397",2020-04-17,1525847505,1,37,1,26,2,NA,0
"398",2020-04-18,1525847505,1,37,1,26,2,NA,0
"399",2020-04-18,1525847505,1,37,1,26,2,NA,0
"400",2020-04-18,4515847505,1,37,1,26,2,NA,0
"401",2020-04-18,6525847505,1,37,1,26,2,NA,0
"402",2020-04-18,1525947505,1,37,1,26,2,NA,0
"403",2020-04-19,3555947505,1,37,1,26,2,NA,0
"404",2020-04-19,4565947505,1,37,1,26,2,NA,0
"405",2020-04-20,8415057505,1,37,1,26,2,NA,0
"406",2020-04-20,7525057505,1,37,1,26,2,52,0
"407",2020-04-21,5545057505,1,37,1,26,2,NA,0
"408",2020-04-21,2505157505,1,37,1,26,2,NA,0
"409",2020-04-21,4515157505,1,37,1,26,2,NA,0
"410",2020-04-21,525157505,1,37,1,26,2,30,0
"411",2020-04-21,5505157505,1,37,1,26,2,NA,0
"412",2020-04-21,6515157505,1,37,1,26,2,NA,0
"413",2020-04-21,4545157505,1,37,1,26,2,NA,0
